permissions,links,owner,group,size,month,day,time,name
-rw-r--r--,1,root,root,1390,Aug,1,2019,content-audio.php
-rw-r--r--,1,root,root,1085,Aug,1,2019,content-chat.php
-rw-r--r--,1,root,root,1843,Aug,1,2019,content-gallery.php
-rw-r--r--,1,root,root,1695,Aug,1,2019,content-image.php
-rw-r--r--,1,root,root,1350,Aug,1,2019,content-link.php
-rw-r--r--,1,root,root,956,Aug,1,2019,content-none.php
-rw-r--r--,1,root,root,2165,Aug,1,2019,content.php
-rw-r--r--,1,root,root,1220,Aug,1,2019,content-quote.php
-rw-r--r--,1,root,root,1011,Aug,1,2019,content-status.php
-rw-r--r--,1,root,root,1695,Aug,1,2019,content-video.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,css
-rw-r--r--,1,root,root,814,Aug,1,2019,footer.php
-rw-r--r--,1,root,root,17760,Aug,1,2019,functions.php
drwxr-xr-x,3,root,root,4096,Aug,1,2019,genericons
-rw-r--r--,1,root,root,1988,Aug,1,2019,header.php
-rw-r--r--,1,root,root,3096,Aug,1,2019,image.php
drwxr-xr-x,3,root,root,4096,Aug,1,2019,images
drwxr-xr-x,2,root,root,4096,Aug,1,2019,inc
-rw-r--r--,1,root,root,1021,Aug,1,2019,index.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,js
drwxr-xr-x,2,root,root,4096,Aug,1,2019,languages
-rw-r--r--,1,root,root,1608,Aug,1,2019,page.php
-rw-r--r--,1,root,root,12977,Aug,1,2019,rtl.css
-rw-r--r--,1,root,root,77773,Aug,1,2019,screenshot.png
-rw-r--r--,1,root,root,860,Aug,1,2019,search.php
-rw-r--r--,1,root,root,472,Aug,1,2019,sidebar-main.php
-rw-r--r--,1,root,root,577,Aug,1,2019,sidebar.php
-rw-r--r--,1,root,root,600,Aug,1,2019,single.php
-rw-r--r--,1,root,root,54339,Aug,1,2019,style.css
-rw-r--r--,1,root,root,1168,Aug,1,2019,tag.php
-rw-r--r--,1,root,root,1176,Aug,1,2019,taxonomy-post_format.php
-rw-r--r--,1,root,root,12140,Aug,1,2019,editor-style.css
-rw-r--r--,1,root,root,4637,Aug,1,2019,ie.css
-rw-r--r--,1,root,root,1424,Aug,1,2019,COPYING.txt
-rw-r--r--,1,root,root,19358,Aug,1,2019,example.html
drwxr-xr-x,2,root,root,4096,Aug,1,2019,font
-rw-r--r--,1,root,root,31045,Aug,1,2019,genericons.css
-rw-r--r--,1,root,root,18212,Aug,1,2019,Genericons-Regular.otf
-rw-r--r--,1,root,root,18092,Aug,1,2019,LICENSE.txt
-rw-r--r--,1,root,root,5896,Aug,1,2019,README.txt
-rw-r--r--,1,root,root,14935,Aug,1,2019,genericons-regular-webfont.eot
-rw-r--r--,1,root,root,40045,Aug,1,2019,genericons-regular-webfont.svg
-rw-r--r--,1,root,root,27348,Aug,1,2019,genericons-regular-webfont.ttf
-rw-r--r--,1,root,root,17224,Aug,1,2019,genericons-regular-webfont.woff
-rw-r--r--,1,root,root,86,Aug,1,2019,dotted-line-2x.png
-rw-r--r--,1,root,root,85,Aug,1,2019,dotted-line-light-2x.png
-rw-r--r--,1,root,root,80,Aug,1,2019,dotted-line-light.png
-rw-r--r--,1,root,root,80,Aug,1,2019,dotted-line.png
drwxr-xr-x,2,root,root,4096,Aug,1,2019,headers
-rw-r--r--,1,root,root,829,Aug,1,2019,search-icon-2x.png
-rw-r--r--,1,root,root,422,Aug,1,2019,search-icon.png
-rw-r--r--,1,root,root,33848,Aug,1,2019,circle.png
-rw-r--r--,1,root,root,8001,Aug,1,2019,circle-thumbnail.png
-rw-r--r--,1,root,root,14266,Aug,1,2019,diamond.png
-rw-r--r--,1,root,root,1847,Aug,1,2019,diamond-thumbnail.png
-rw-r--r--,1,root,root,22620,Aug,1,2019,star.png
-rw-r--r--,1,root,root,4039,Aug,1,2019,star-thumbnail.png
-rw-r--r--,1,root,root,2175,Aug,1,2019,back-compat.php
-rw-r--r--,1,root,root,6521,Aug,1,2019,custom-header.php
-rw-r--r--,1,root,root,2651,Aug,1,2019,functions.js
-rw-r--r--,1,root,root,2428,Aug,1,2019,html5.js
-rw-r--r--,1,root,root,1116,Aug,1,2019,theme-customizer.js
-rw-r--r--,1,root,root,7470,Aug,1,2019,twentythirteen.pot
-rw-r--r--,1,root,root,813,Aug,1,2019,404.php
-rw-r--r--,1,root,root,2061,Aug,1,2019,archive.php
-rw-r--r--,1,root,root,2580,Aug,1,2019,author.php
-rw-r--r--,1,root,root,1427,Aug,1,2019,category.php
-rw-r--r--,1,root,root,2166,Aug,1,2019,comments.php
-rw-r--r--,1,root,root,1271,Aug,1,2019,content-aside.php
-rw-r--r--,1,root,root,1137,Aug,1,2019,content-image.php
-rw-r--r--,1,root,root,1170,Aug,1,2019,content-link.php
-rw-r--r--,1,root,root,592,Aug,1,2019,content-none.php
-rw-r--r--,1,root,root,859,Aug,1,2019,content-page.php
-rw-r--r--,1,root,root,3052,Aug,1,2019,content.php
-rw-r--r--,1,root,root,1113,Aug,1,2019,content-quote.php
-rw-r--r--,1,root,root,1562,Aug,1,2019,content-status.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,css
-rw-r--r--,1,root,root,5467,Aug,1,2019,editor-style.css
-rw-r--r--,1,root,root,413,Aug,1,2019,editor-style-rtl.css
-rw-r--r--,1,root,root,745,Aug,1,2019,footer.php
-rw-r--r--,1,root,root,17657,Aug,1,2019,functions.php
-rw-r--r--,1,root,root,2299,Aug,1,2019,header.php
-rw-r--r--,1,root,root,4367,Aug,1,2019,image.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,inc
-rw-r--r--,1,root,root,2053,Aug,1,2019,index.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,js
drwxr-xr-x,2,root,root,4096,Aug,1,2019,languages
-rw-r--r--,1,root,root,725,Aug,1,2019,page.php
drwxr-xr-x,2,root,root,4096,Aug,1,2019,page-templates
-rw-r--r--,1,root,root,4710,Aug,1,2019,rtl.css
-rw-r--r--,1,root,root,323498,Aug,1,2019,screenshot.png
-rw-r--r--,1,root,root,1347,Aug,1,2019,search.php
-rw-r--r--,1,root,root,980,Aug,1,2019,sidebar-front.php
-rw-r--r--,1,root,root,418,Aug,1,2019,sidebar.php
-rw-r--r--,1,root,root,1035,Aug,1,2019,single.php
-rw-r--r--,1,root,root,36264,Aug,1,2019,style.css
-rw-r--r--,1,root,root,1404,Aug,1,2019,tag.php
-rw-r--r--,1,root,root,5115,Aug,1,2019,ie.css
-rw-r--r--,1,root,root,4651,Aug,1,2019,custom-header.php
-rw-r--r--,1,root,root,2428,Aug,1,2019,html5.js
-rw-r--r--,1,root,root,1516,Aug,1,2019,navigation.js
-rw-r--r--,1,root,root,2055,Aug,1,2019,theme-customizer.js
-rw-r--r--,1,root,root,7770,Aug,1,2019,twentytwelve.pot
-rw-r--r--,1,root,root,1004,Aug,1,2019,front-page.php
-rw-r--r--,1,root,root,817,Aug,1,2019,full-width.php
drwxr-xr-x,3,root,root,4096,Aug,1,2019,2015
drwxr-xr-x,2,root,root,4096,Aug,1,2019,10
-rw-r--r--,1,root,root,27104,Aug,1,2019,happy-150x150.png
-rw-r--r--,1,root,root,26601,Aug,1,2019,happy.png
-rw-r--r--,1,root,root,19052,Aug,1,2019,pic1.png
-rw-r--r--,1,root,root,27750,Aug,1,2019,pic2.png
-rw-r--r--,1,root,root,21060,Aug,1,2019,pic3.png
-rw-r--r--,1,root,root,26541,Aug,1,2019,pic4.png
